transaction_id,customer_id,beneficiary_id,device_id,country,amount_usd,hour,is_new_beneficiary,is_cross_border,transactions_last_60m,label_synthetic_fraud
T000837,C0122,B0152,D0066,HK,314.32,4,0,0,4,0
T000838,C0030,B0011,D0178,ID,95.63,5,0,0,1,0
T000839,C0003,B0256,D0159,DE,38.71,18,1,0,2,0
T000840,C0137,B0117,D0007,ID,225.96,7,0,0,1,0
T000841,C0044,B0076,D0038,GB,256.23,20,1,0,3,0
T000842,C0099,B0232,D0038,US,441.63,11,0,0,6,0
T000843,C0137,B0194,D0161,CN,58.19,4,1,0,6,0
T000844,C0006,B0195,D0093,NL,59.95,20,0,0,3,0
T000845,C0001,B0072,D0131,SG,235.07,13,0,0,4,0
T000846,C0001,B0257,D0145,NL,138.22,19,0,0,2,0
T000847,C0024,B0118,D0138,GB,22.52,10,1,0,2,0
T000848,C0008,B0138,D0016,US,2675.0749783189813,0,1,1,20,1
T000849,C0123,B0195,D0026,CN,23.28,16,0,0,2,0
T000850,C0091,B0171,D0003,DE,57.67,2,0,0,3,0
T000851,C0148,B0045,D0061,TH,573.46,15,0,0,5,0
T000852,C0121,B0079,D0134,SG,920.47,10,1,0,3,0
T000853,C0145,B0094,D0028,DE,44.01,18,0,0,4,0
T000854,C0036,B0246,D0067,US,106.76,20,0,0,6,0
T000855,C0044,B0186,D0043,HK,154.88,9,0,1,5,0
T000856,C0128,B0095,D0034,MY,881.15,21,0,1,4,0
T000857,C0037,B0191,D0031,SG,1465.8124638976167,23,1,1,19,1
T000858,C0009,B0192,D0035,CN,92.12,2,0,0,3,0
T000859,C0101,B0103,D0102,ID,698.35,23,0,0,1,0
T000860,C0121,B0105,D0074,ID,102.02,13,0,0,3,0
T000861,C0146,B0232,D0078,DE,305.58,10,1,0,1,0
T000862,C0140,B0146,D0086,SG,33.88,3,0,0,2,0
T000863,C0019,B0039,D0133,SG,125.06,6,0,0,2,0
T000864,C0116,B0187,D0002,ID,28.23,16,0,0,3,0
T000865,C0127,B0153,D0095,HK,51.65,19,1,0,2,0
T000866,C0105,B0132,D0115,US,343.5,21,0,0,2,0
T000867,C0123,B0188,D0133,NL,141.19,9,0,0,1,0
T000868,C0126,B0235,D0124,ID,107.87,10,0,1,3,0
T000869,C0067,B0086,D0025,CN,70.19,3,1,0,1,0
T000870,C0007,B0109,D0176,HK,119.03,1,1,0,6,0
T000871,C0069,B0050,D0030,CN,200.56,10,0,1,3,0
T000872,C0031,B0168,D0074,HK,396.6,13,1,0,2,0
T000873,C0018,B0105,D0117,SG,10.75,2,0,0,1,0
T000874,C0019,B0089,D0073,HK,64.6,9,0,0,2,0
T000875,C0105,B0181,D0044,CN,174.01,15,0,0,4,0
T000876,C0076,B0106,D0166,HK,134.44,19,0,0,3,0
T000877,C0081,B0121,D0013,HK,222.16,22,0,1,2,0
T000878,C0112,B0114,D0045,DE,193.94,8,1,1,3,0
T000879,C0083,B0067,D0178,US,109.41,9,1,1,3,0
T000880,C0095,B0033,D0131,SG,87.63,20,0,1,2,0
T000881,C0013,B0215,D0016,US,116.11,16,0,0,2,0
T000882,C0128,B0024,D0136,DE,468.13,6,0,1,3,0
T000883,C0068,B0085,D0174,ID,71.38,16,0,0,5,0
T000884,C0024,B0173,D0018,CN,139.38,3,1,0,3,0
T000885,C0122,B0035,D0075,SG,178.28,10,0,0,4,0
T000886,C0111,B0170,D0084,GB,706.52,7,0,1,4,0
T000887,C0008,B0190,D0024,ID,109.91,23,0,1,1,0
T000888,C0029,B0172,D0036,GB,387.15,0,1,0,3,0
T000889,C0003,B0080,D0032,ID,508.76,20,1,0,3,0
T000890,C0041,B0006,D0034,HK,139.25,6,0,0,2,0
T000891,C0015,B0230,D0073,MY,120.21,0,0,0,3,0
T000892,C0107,B0085,D0084,SG,106.8,15,0,1,4,0
T000893,C0079,B0209,D0043,NL,1928.2350035808881,1,1,1,18,1
T000894,C0148,B0052,D0052,TH,348.71,3,0,0,1,0
T000895,C0113,B0043,D0035,NL,186.98,0,1,0,4,0
T000896,C0092,B0202,D0143,ID,187.78,2,0,0,3,0
T000897,C0077,B0244,D0038,DE,48.17,9,1,0,3,0
T000898,C0009,B0223,D0163,ID,56.4,3,0,0,2,0
T000899,C0011,B0195,D0097,SG,1265.78,16,0,1,3,0
T000900,C0093,B0064,D0144,NL,124.23,1,1,0,1,0
T000901,C0001,B0237,D0114,GB,68.39,18,0,1,1,0
T000902,C0007,B0173,D0048,HK,620.86,20,0,0,2,0
T000903,C0033,B0045,D0108,SG,196.73,17,1,0,1,0
T000904,C0133,B0034,D0050,DE,264.58,22,0,0,2,0
T000905,C0069,B0226,D0022,GB,129.28,22,1,0,2,0
T000906,C0107,B0072,D0046,HK,107.91,1,0,0,4,0
T000907,C0062,B0199,D0050,NL,125.26,8,1,0,3,0
T000908,C0026,B0036,D0025,ID,37.24,18,0,1,3,0
T000909,C0056,B0073,D0005,ID,135.92,8,0,0,3,0
T000910,C0014,B0074,D0169,CN,199.54,17,1,0,3,0
T000911,C0116,B0073,D0002,TH,944.32,18,0,0,1,0
T000912,C0028,B0175,D0001,ID,161.74,23,0,0,5,0
T000913,C0057,B0237,D0167,ID,14.38,7,0,0,3,0
T000914,C0148,B0236,D0041,ID,135.1,8,0,0,4,0
T000915,C0089,B0193,D0073,NL,2297.33,0,1,0,3,0
T000916,C0069,B0053,D0152,ID,352.96,6,0,0,3,0
T000917,C0082,B0249,D0114,HK,65.96,6,0,1,2,0
T000918,C0118,B0141,D0072,TH,268.03,10,0,0,4,0
T000919,C0039,B0142,D0046,ID,70.67,10,1,0,2,0
T000920,C0096,B0182,D0007,CN,38.33,20,1,0,2,0
T000921,C0131,B0200,D0016,HK,104.76,18,1,1,3,0
T000922,C0086,B0247,D0001,US,162.64,17,0,0,1,0
T000923,C0067,B0151,D0141,SG,482.3823084608532,3,1,1,9,1
T000924,C0022,B0159,D0002,SG,47.03,11,0,0,1,0
T000925,C0038,B0194,D0078,ID,149.96,17,0,0,1,0
T000926,C0142,B0067,D0141,US,98.67,5,0,0,1,0
T000927,C0082,B0080,D0029,US,220.26,10,0,0,4,0
T000928,C0046,B0162,D0038,ID,44.05,17,0,0,1,0
T000929,C0063,B0017,D0071,SG,303.12,19,0,0,2,0
T000930,C0087,B0084,D0165,NL,45.43,20,0,0,2,0
T000931,C0081,B0186,D0110,ID,767.19,10,0,1,2,0
T000932,C0105,B0253,D0153,SG,26.69,9,0,0,2,0
T000933,C0039,B0135,D0045,CN,49.77,9,1,0,2,0
T000934,C0098,B0104,D0152,SG,225.29,16,0,0,3,0
T000935,C0067,B0115,D0013,ID,783.86,10,1,0,2,0
T000936,C0142,B0178,D0041,HK,203.37,9,0,0,3,0
T000937,C0024,B0142,D0094,ID,260.57,4,0,0,2,0
T000938,C0023,B0007,D0010,HK,151.04,11,0,0,1,0
T000939,C0070,B0140,D0154,GB,708.3193188254965,3,1,1,22,1
T000940,C0077,B0104,D0156,CN,90.91,12,0,0,4,0
T000941,C0104,B0182,D0097,ID,44.17,21,0,0,4,0
T000942,C0061,B0227,D0055,DE,41.32,18,0,1,6,0
T000943,C0138,B0250,D0018,ID,221.79,11,1,0,3,0
T000944,C0072,B0159,D0111,US,48.27,23,0,0,4,0
T000945,C0020,B0094,D0097,SG,204.29,23,0,1,3,0
T000946,C0018,B0115,D0137,US,40.37,10,0,0,2,0
T000947,C0147,B0046,D0108,ID,199.61,18,0,0,3,0
T000948,C0021,B0243,D0023,ID,91.04,8,0,1,2,0
T000949,C0143,B0220,D0022,HK,605.84,21,0,0,3,0
T000950,C0042,B0222,D0001,ID,205.15,8,0,1,3,0
T000951,C0015,B0085,D0029,ID,510.7,6,0,0,2,0
T000952,C0046,B0084,D0168,GB,69.71,3,1,1,1,0
T000953,C0093,B0222,D0019,DE,156.98,20,1,1,3,0
T000954,C0065,B0142,D0131,ID,55.64,7,0,0,3,0
T000955,C0118,B0183,D0175,NL,98.14,19,1,1,3,0
T000956,C0092,B0127,D0001,US,114.19,2,0,0,3,0
T000957,C0061,B0115,D0011,NL,71.82,12,0,0,3,0
T000958,C0096,B0164,D0157,GB,44.01,10,1,0,3,0
T000959,C0146,B0211,D0034,GB,36.11,10,0,0,3,0
T000960,C0062,B0087,D0095,HK,14.3,4,0,0,3,0
T000961,C0024,B0210,D0177,CN,51.61,1,0,0,2,0
T000962,C0062,B0064,D0134,MY,277.96,8,0,0,5,0
T000963,C0127,B0105,D0009,ID,30.01,11,0,0,2,0
T000964,C0033,B0237,D0147,SG,37.78,19,0,1,2,0
T000965,C0143,B0248,D0029,ID,889.71,11,0,0,3,0
T000966,C0089,B0240,D0135,MY,78.53,5,0,1,2,0
T000967,C0091,B0082,D0112,HK,204.6,6,0,1,1,0
T000968,C0048,B0219,D0052,GB,282.12,14,0,0,3,0
T000969,C0139,B0243,D0076,DE,287.87,10,1,0,3,0
T000970,C0006,B0254,D0022,TH,32.38,21,0,1,4,0
T000971,C0045,B0006,D0177,ID,117.79,10,0,1,3,0
T000972,C0063,B0193,D0043,US,29.42,13,0,1,1,0
T000973,C0072,B0259,D0056,NL,1713.54,1,0,1,2,0
T000974,C0072,B0199,D0091,ID,30.12,4,0,0,7,0
T000975,C0023,B0061,D0121,US,52.05,20,0,0,2,0
T000976,C0034,B0198,D0091,SG,52.43,8,0,1,2,0
T000977,C0015,B0028,D0091,CN,33.23,10,0,0,1,0
T000978,C0086,B0125,D0105,HK,573.98,14,0,1,2,0
T000979,C0053,B0163,D0154,ID,1673.12,1,1,0,2,0
T000980,C0085,B0119,D0071,ID,92.23,12,0,0,3,0
T000981,C0089,B0182,D0149,ID,39.63,8,0,0,2,0
T000982,C0106,B0063,D0141,ID,15.85,3,0,0,1,0
T000983,C0083,B0158,D0173,CN,116.27,10,0,1,2,0
T000984,C0098,B0168,D0164,SG,108.16,10,0,0,3,0
T000985,C0089,B0165,D0143,ID,77.38,4,0,0,3,0
T000986,C0098,B0075,D0045,GB,185.19,13,0,0,1,0
T000987,C0093,B0080,D0139,GB,220.34,17,0,1,1,0
T000988,C0048,B0067,D0132,HK,205.02,6,0,0,2,0
T000989,C0037,B0120,D0052,MY,108.19,23,0,0,3,0
T000990,C0119,B0152,D0122,SG,49.32,14,0,0,2,0
T000991,C0052,B0094,D0046,DE,288.83,18,0,0,2,0
T000992,C0083,B0107,D0094,ID,150.28,1,0,1,3,0
T000993,C0030,B0075,D0143,GB,360.81,18,1,1,2,0
T000994,C0065,B0057,D0034,TH,5454.367989450094,2,1,1,25,1
T000995,C0080,B0171,D0061,DE,35.81,17,0,0,6,0
T000996,C0094,B0212,D0143,CN,35.37,19,0,0,1,0
T000997,C0079,B0076,D0082,CN,69.72,6,0,0,4,0
T000998,C0055,B0223,D0172,SG,1139.236480167043,3,1,1,9,1
T000999,C0145,B0148,D0002,GB,315.85,1,0,0,3,0
T001000,C0077,B0044,D0130,US,4682.370527852889,1,1,1,10,1
T001001,C0122,B0095,D0146,TH,445.49,18,0,1,4,0
T001002,C0111,B0002,D0165,HK,220.63,9,0,0,1,0
T001003,C0084,B0011,D0029,ID,182.85,3,0,0,5,0
T001004,C0133,B0088,D0177,CN,492.62,7,0,0,2,0
T001005,C0020,B0118,D0071,ID,237.4,9,0,0,5,0
T001006,C0139,B0207,D0064,ID,158.87,21,0,0,1,0
T001007,C0128,B0035,D0064,SG,652.27,2,0,0,3,0
T001008,C0076,B0218,D0115,GB,166.53,8,1,0,2,0
T001009,C0111,B0061,D0119,ID,109.47,15,0,0,3,0
T001010,C0079,B0036,D0085,ID,64.21,5,0,1,4,0
T001011,C0041,B0182,D0013,ID,299.77,21,0,1,1,0
T001012,C0120,B0201,D0177,NL,511.35,21,0,0,6,0
T001013,C0037,B0157,D0040,GB,141.09,9,0,0,3,0
T001014,C0048,B0030,D0017,ID,548.9,17,0,0,1,0
T001015,C0078,B0030,D0107,ID,20.7,18,0,0,4,0
T001016,C0126,B0102,D0074,CN,140.41,16,0,1,2,0
T001017,C0058,B0117,D0111,SG,142.58,4,1,1,4,0
T001018,C0075,B0259,D0157,CN,71.74,1,1,0,3,0
T001019,C0007,B0075,D0018,SG,1609.79,8,0,0,4,0
T001020,C0018,B0050,D0051,MY,138.91,3,0,0,2,0
T001021,C0009,B0245,D0093,SG,98.72,7,0,0,3,0
T001022,C0011,B0040,D0142,GB,152.32,15,1,1,4,0
T001023,C0131,B0007,D0108,ID,20.03,14,1,0,2,0
T001024,C0127,B0110,D0003,MY,69.42,5,0,0,2,0
T001025,C0124,B0104,D0110,TH,396.72,0,0,0,1,0
T001026,C0009,B0161,D0176,GB,79.13,5,0,0,1,0
T001027,C0012,B0228,D0086,HK,64.79,10,1,0,2,0
T001028,C0043,B0242,D0159,ID,549.78,18,0,1,2,0
T001029,C0085,B0076,D0140,DE,566.94,8,0,0,3,0
T001030,C0051,B0255,D0054,GB,248.88,6,0,0,4,0
T001031,C0074,B0164,D0045,ID,94.15,13,0,0,4,0
T001032,C0026,B0019,D0138,HK,116.81,1,0,0,1,0
T001033,C0110,B0244,D0038,HK,66.41,5,0,0,3,0
T001034,C0048,B0036,D0061,DE,54.88,0,0,0,3,0
T001035,C0010,B0153,D0043,GB,52.23,12,0,0,1,0
T001036,C0112,B0205,D0109,CN,79.99,10,0,0,3,0
T001037,C0136,B0065,D0053,CN,52.73,13,0,1,2,0
T001038,C0003,B0071,D0118,ID,31.07,14,1,0,2,0
T001039,C0066,B0124,D0168,SG,184.82,9,0,1,3,0
T001040,C0125,B0230,D0149,ID,187.65,20,0,0,3,0
T001041,C0106,B0058,D0170,US,813.05,22,0,0,3,0
T001042,C0129,B0172,D0002,SG,76.07,2,0,0,1,0
T001043,C0063,B0118,D0082,SG,199.56,22,0,0,5,0
T001044,C0056,B0029,D0040,ID,202.9,4,0,0,2,0
T001045,C0107,B0185,D0165,ID,115.14,5,0,0,3,0
T001046,C0024,B0216,D0128,CN,7164.382974031779,1,1,1,10,1
T001047,C0036,B0150,D0058,ID,322.22,0,0,0,3,0
T001048,C0091,B0046,D0101,ID,4612.352654286048,23,1,1,11,1
T001049,C0101,B0041,D0109,US,114.93,4,0,1,1,0
T001050,C0018,B0110,D0089,SG,103.8,11,0,0,1,0
T001051,C0077,B0132,D0085,SG,37.8,19,0,1,1,0
T001052,C0055,B0144,D0010,SG,66.29,22,0,1,3,0
T001053,C0076,B0064,D0081,DE,79.68,5,0,1,3,0
T001054,C0144,B0130,D0063,SG,48.23,13,0,1,2,0
T001055,C0012,B0077,D0147,US,230.42,11,1,0,1,0
T001056,C0150,B0178,D0003,MY,491.09,9,0,0,2,0
T001057,C0068,B0207,D0135,CN,59.86,15,0,1,6,0
T001058,C0116,B0170,D0006,SG,3353.6823706981286,4,1,1,11,1
T001059,C0064,B0001,D0151,US,52.77,9,0,0,2,0
T001060,C0047,B0257,D0071,HK,109.41,1,1,0,2,0
T001061,C0116,B0007,D0075,SG,74.42,21,0,0,2,0
T001062,C0104,B0259,D0170,HK,270.94,22,1,0,4,0
T001063,C0022,B0009,D0156,SG,75.28,7,0,0,1,0
T001064,C0106,B0134,D0010,ID,408.16,12,0,1,1,0
T001065,C0113,B0028,D0065,SG,116.08,20,1,1,6,0
T001066,C0059,B0025,D0135,ID,77.51,12,0,0,3,0
T001067,C0139,B0177,D0097,SG,42.38,11,0,0,1,0
T001068,C0097,B0189,D0047,CN,191.18,22,0,0,3,0
T001069,C0051,B0031,D0094,MY,363.3,19,1,0,2,0
T001070,C0002,B0253,D0156,ID,2144.006717614219,1,1,1,12,1
T001071,C0102,B0083,D0040,CN,1392.47,3,0,0,2,0
T001072,C0032,B0083,D0134,HK,620.04,10,1,0,2,0
T001073,C0114,B0077,D0132,ID,109.12,16,0,0,1,0
T001074,C0079,B0120,D0159,ID,107.98,6,0,0,2,0
T001075,C0071,B0047,D0054,ID,237.39,12,0,0,3,0
T001076,C0025,B0111,D0039,ID,64.2,15,0,0,2,0
T001077,C0107,B0055,D0099,ID,476.41,2,1,0,6,0
T001078,C0025,B0014,D0096,SG,213.07,13,0,0,3,0
T001079,C0063,B0096,D0074,HK,191.8,17,0,0,5,0
T001080,C0126,B0175,D0140,ID,294.99,5,0,0,2,0
T001081,C0139,B0198,D0144,ID,831.17,13,0,0,3,0
T001082,C0149,B0092,D0044,ID,176.08,17,1,1,3,0
T001083,C0144,B0084,D0143,CN,132.55,1,0,0,4,0
T001084,C0084,B0204,D0042,SG,670.97,15,0,0,1,0
T001085,C0031,B0177,D0073,CN,390.55,6,0,0,3,0
T001086,C0126,B0216,D0005,ID,107.66,9,0,1,6,0
T001087,C0121,B0235,D0061,ID,149.18,15,0,1,2,0
T001088,C0149,B0213,D0172,MY,180.44,0,0,0,3,0
T001089,C0098,B0243,D0080,ID,213.11,0,0,0,4,0
T001090,C0022,B0108,D0128,ID,38.22,10,1,0,1,0
T001091,C0076,B0103,D0020,ID,31.74,22,0,0,4,0
T001092,C0068,B0084,D0114,TH,61.11,0,0,0,3,0
T001093,C0127,B0061,D0067,CN,56.56,18,0,0,5,0
T001094,C0059,B0194,D0134,CN,77.96,1,0,1,1,0
T001095,C0050,B0186,D0167,TH,279.98,11,0,1,2,0
T001096,C0013,B0208,D0003,ID,125.35,10,0,0,1,0
T001097,C0126,B0044,D0019,TH,180.62,11,0,1,6,0
T001098,C0114,B0128,D0086,ID,43.63,1,0,0,5,0
T001099,C0007,B0058,D0001,CN,93.54,18,0,0,2,0
T001100,C0066,B0232,D0081,SG,2958.8690574751777,2,1,1,10,1
T001101,C0072,B0070,D0011,SG,269.06,18,0,0,2,0
T001102,C0071,B0038,D0115,MY,71.91,15,1,0,3,0
T001103,C0138,B0148,D0056,ID,174.45,13,0,0,3,0
T001104,C0023,B0228,D0037,TH,1337.89,7,0,0,3,0
T001105,C0046,B0238,D0004,SG,145.82,15,0,0,4,0
T001106,C0028,B0025,D0159,CN,74.2,23,0,0,2,0
T001107,C0037,B0085,D0001,TH,124.74,22,0,0,5,0
T001108,C0137,B0040,D0146,ID,162.74,21,0,0,3,0
T001109,C0142,B0080,D0011,MY,127.59,5,0,0,4,0
T001110,C0007,B0139,D0001,CN,143.83,14,0,0,4,0
T001111,C0095,B0073,D0174,GB,35.04,9,1,0,4,0
T001112,C0035,B0018,D0104,ID,56.68,23,0,0,2,0
T001113,C0029,B0133,D0024,HK,127.83,22,0,0,3,0
T001114,C0044,B0014,D0026,GB,125.8,20,0,1,3,0
T001115,C0030,B0059,D0048,HK,84.25,3,0,0,1,0
T001116,C0074,B0001,D0175,ID,124.34,7,0,1,1,0
T001117,C0150,B0023,D0031,ID,157.75,17,0,0,3,0
T001118,C0088,B0114,D0162,DE,361.19,17,0,0,2,0
T001119,C0109,B0221,D0122,ID,134.4,8,0,1,2,0
T001120,C0074,B0201,D0166,GB,221.21,3,0,0,3,0
T001121,C0003,B0026,D0148,TH,86.35,3,0,0,4,0
T001122,C0013,B0010,D0060,ID,262.98,16,0,0,2,0
T001123,C0041,B0088,D0149,ID,216.1,10,0,0,2,0
T001124,C0037,B0169,D0031,GB,352.77,11,0,1,5,0
T001125,C0127,B0194,D0053,ID,302.92,19,0,0,1,0
T001126,C0127,B0214,D0038,CN,6108.967203267404,1,1,1,11,1
T001127,C0129,B0089,D0024,GB,134.5,18,0,1,3,0
T001128,C0096,B0044,D0017,CN,189.6,6,0,1,2,0
T001129,C0084,B0007,D0034,SG,429.88,22,0,1,3,0
T001130,C0098,B0039,D0022,GB,77.32,22,0,0,2,0
T001131,C0062,B0017,D0069,CN,79.17,12,0,0,1,0
T001132,C0101,B0223,D0013,ID,177.94,7,0,0,2,0
T001133,C0120,B0070,D0011,CN,224.82,5,0,0,3,0
T001134,C0115,B0214,D0178,NL,65.1,4,0,0,1,0
T001135,C0093,B0144,D0016,CN,137.72,23,0,1,2,0
T001136,C0009,B0140,D0014,HK,135.1,4,0,1,2,0
T001137,C0109,B0118,D0006,SG,16.2,10,0,0,2,0
T001138,C0055,B0213,D0024,ID,119.15,11,0,0,2,0
T001139,C0112,B0012,D0095,ID,126.81,16,0,0,4,0
T001140,C0081,B0025,D0149,ID,126.43,20,0,0,3,0
T001141,C0133,B0110,D0132,TH,611.5,13,0,0,3,0
T001142,C0051,B0103,D0104,ID,635.0464835375254,2,1,1,11,1
T001143,C0140,B0142,D0016,DE,65.06,13,0,0,4,0
T001144,C0127,B0192,D0003,ID,10.89,10,0,0,1,0
T001145,C0050,B0153,D0007,SG,91.75,3,1,0,2,0
T001146,C0073,B0067,D0113,SG,1087.2162229621808,1,1,1,11,1
T001147,C0080,B0085,D0074,SG,89.12,10,0,0,2,0
T001148,C0116,B0195,D0158,US,449.29,1,0,0,3,0
T001149,C0104,B0053,D0056,MY,350.94,7,0,1,3,0
T001150,C0128,B0131,D0115,NL,160.43,11,0,1,2,0
T001151,C0056,B0140,D0079,ID,102.45,11,0,0,4,0
T001152,C0076,B0195,D0094,US,414.13,19,0,0,3,0
T001153,C0065,B0186,D0169,ID,145.51,23,0,0,2,0
T001154,C0137,B0121,D0128,MY,65.48,17,1,0,2,0
T001155,C0046,B0081,D0075,HK,26.68,1,0,0,2,0
T001156,C0089,B0096,D0081,SG,95.46,9,0,0,4,0
T001157,C0019,B0107,D0127,ID,315.65,17,0,0,3,0
T001158,C0128,B0057,D0062,ID,1445.97,14,0,0,3,0
T001159,C0058,B0162,D0031,ID,157.84,10,0,0,3,0
T001160,C0052,B0054,D0084,MY,69.04,10,1,0,2,0
T001161,C0088,B0169,D0013,US,746.84898826596,3,1,1,18,1
T001162,C0075,B0195,D0031,TH,257.74,13,0,0,3,0
T001163,C0128,B0250,D0076,ID,427.77248844059545,0,1,1,20,1
T001164,C0080,B0031,D0143,CN,257.33,12,1,0,3,0
T001165,C0078,B0197,D0140,ID,336.2,4,1,0,3,0
T001166,C0016,B0023,D0047,CN,4224.815659877611,3,1,1,11,1
T001167,C0004,B0088,D0076,SG,119.14,20,0,1,4,0
T001168,C0060,B0046,D0028,SG,261.11,12,0,0,1,0
T001169,C0150,B0043,D0136,CN,1461.2330498788715,0,1,1,15,1
T001170,C0138,B0046,D0045,ID,68.16,22,1,0,3,0
T001171,C0095,B0012,D0144,HK,944.27,15,0,0,1,0
T001172,C0095,B0214,D0151,CN,104.41,10,0,0,6,0
T001173,C0059,B0016,D0124,ID,5894.091069614932,23,1,1,24,1
T001174,C0027,B0104,D0060,MY,13.22,0,0,0,1,0
T001175,C0002,B0182,D0171,HK,531.91,5,0,1,3,0
T001176,C0051,B0257,D0123,DE,644.69,5,0,0,3,0
T001177,C0048,B0222,D0116,CN,152.91,17,0,0,4,0
T001178,C0029,B0036,D0154,GB,259.5,12,0,0,4,0
T001179,C0039,B0256,D0158,GB,259.44,23,1,0,3,0
T001180,C0004,B0170,D0014,NL,78.04,12,0,0,3,0
T001181,C0092,B0047,D0001,CN,256.5,21,1,0,3,0
T001182,C0140,B0117,D0137,ID,66.11,13,0,0,2,0
T001183,C0104,B0238,D0037,ID,80.74,8,0,1,4,0
T001184,C0068,B0102,D0056,CN,458.03,17,0,0,4,0
T001185,C0064,B0048,D0135,ID,393.33,10,0,0,2,0
T001186,C0047,B0227,D0039,ID,73.23,6,0,1,3,0
T001187,C0022,B0247,D0081,ID,71.27,11,0,0,4,0
T001188,C0090,B0253,D0124,CN,77.82,15,0,0,3,0
T001189,C0085,B0248,D0117,ID,308.78,9,1,0,5,0
T001190,C0002,B0227,D0163,CN,54.6,16,0,0,1,0
T001191,C0063,B0118,D0020,US,212.03,23,1,0,3,0
T001192,C0042,B0050,D0001,DE,313.2,9,1,0,3,0
T001193,C0026,B0160,D0177,SG,2506.92595347812,3,1,1,10,1
T001194,C0106,B0058,D0102,CN,407.51,9,0,0,2,0
T001195,C0079,B0123,D0045,CN,109.47,20,1,0,5,0
T001196,C0096,B0170,D0052,HK,119.84,4,1,0,2,0
T001197,C0108,B0246,D0061,CN,55.85,23,1,0,1,0
T001198,C0148,B0075,D0100,ID,410.42,9,0,0,6,0
T001199,C0121,B0066,D0051,TH,68.96,20,0,0,1,0
T001200,C0094,B0191,D0112,ID,210.56,18,1,0,5,0
